Place,timestamp,Murder,Robbery,wheeler theft,Assault,Kidnap,Latitude,Longitude
"House No-45, 2nd
Cross, 2nd Main,
K.S.Colony,
Tyagarajanagara,
Bengaluru City,",01-03-2020 15:15,0,1,0,0,0,"12°55'21.52""N","77°34'2.75""E"
"No 2675, Munireddy
building, 17th Cross, 2nd
Stage, Banashankari,
Bengaluru City,",03-03-2020 20:40,0,1,0,0,0,"12°55'28.58""N","77°34'13.00""E"
"No-468, Fl No-102,7th
Cross, Jayanagar 7th Block,
Bengaluru City,",01-03-2020 22:30,0,1,0,0,0,12.9261268,77.575693
"In front Of SLV Hotel, K
R road TO, Uttharahalli
Road Kengeri Forest,
Bengaluru City,",01-03-2020 20:45,0,0,1,0,0,12.94355,77.60976
"Lakshmikh Park
Padhmanabhanagar,
Banshankari 2nd stage,
Bengaluru City,",01-03-2020 20:45,0,1,0,0,0,"12°54'49.09""N","77°33'18.54""E"
"House No 96,Near
Sapalamma temple,
Kadirenahally, BSK 2nd
stage, Bengaluru City,",28-02-2020 17:00,1,0,0,0,0,12.9261268,77.575693
"No-1795, 13th Main,
34th Cross, Kadirenahalli
park, Banashankari 2nd
stage, Bengaluru City,",07-03-2020 18:05,0,0,1,0,0,"12°54'56.05""N","77°33'24.38""E"
Byrasandra Jayanagar 1st Block Bengaluru,07-03-2020 20:40,0,1,0,0,0,12.934299,77.591433
"No 559, 5th cross Guttepalya Siddapura Jayanagar 1st Block Bengaluru.",05-03-2020 14:00,0,1,0,0,0,12.946052,77.591889
"No 535, Dayananda Slum Siddapura Slum Jayanagar1st Block Bengaluru.",05-03-2020 07:30,0,1,0,0,0,12.944562,77.592138
"No 27, Gundappa Slum Byrasandra Jayanagar 1st Block Bengaluru.",01-03-2020 18:25,0,0,1,0,0,12.936308,77.593096
"No 100, 4th cross Byrasandra Muslim Colony Jayanagar 1st Bengaluru.",01-03-2020 11:45,0,1,0,0,0,12.934135,77.591152
"No 252/2, 4th cross, 8th main Byrasnadra Jayanagar 1st Block Bengaluru.",05-03-2020 00:45,0,1,0,0,0,12.934263,77.592712
"No 07, 10th cross Someshwara Nagar Jayanagar 1st Block Bengaluru.",06-03-2020 14:30,0,0,1,0,0,12.943446,77.594168
"No 41, 7th cross Hombegowda Slum Jayanagar 1st Block Bengaluru.",06-03-2020 18:40,0,0,1,0,0,12.946683,77.594379
"No 53, Gundappa Slum Byrasandra Jayanagar 1st Block Bengaluru.",01-03-2020 12:00,0,0,1,0,0,12.936308,77.593096
"No 10, 7th A Cross Near S.K.School Someshwaranagar Jayanagar 1st Block Bengaluru.",06-03-2020 21:15,0,0,1,0,0,12.943578,77.591104
"No 08, Kutty Colony Lalbhagh Siddapura Jayanagar 1st Block Bengaluru.",28-02-2020 17:00,0,1,0,0,0,12.942478,77.589838
Near Nimhans Hospital Bengaluru.,01-03-2020 14:20,0,0,1,0,0,12.942789,77.596405
Govt Boys Home Hosur Road Bengaluru.,06-03-2020 15:30,0,0,1,0,0,12.936244,77.596173
"No 1007, Dayananda Nagar Jayanagar 1st Block Bengaluru.",06-03-2020 21:15,0,1,0,0,0,12.945109,77.592747
Near basavarj Bakery Arekempanahalli Jayanagar 1st Block Bengaluru.,28-02-2020 03:00,0,0,1,0,0,12.946168,77.591807
"No 112, 4th cross, Someshwaranagar Jayanagar 1st Block Bengaluru.",06-03-2020 14:30,1,0,0,0,0,12.942161,77.592299
"No 89,Dayananda Nagar Jayanagar 1st Block Bengaluru.",01-03-2020 14:20,0,1,0,0,0,12.945109,77.592747
"No 53, 4th main,1st Cross, Byrasandra Jayanagar 1st Block Bengaluru.",01-03-2020 15:25,0,0,1,0,0,12.935645,77.591333
"No 1083, Dayananda Nagar Jayanagar 1st Block Bengaluru.",03-03-2020 20:05,0,0,1,0,0,12.945109,77.592747
Near Vijaya College R.V.Rod Jayanagar 2nd Block Bengaluru.,01-03-2020 12:20,1,0,0,0,0,12.940933,77.580283
DPNR building Nimhans Hospital Bengauru.,06-03-2020 17:30,0,0,1,0,0,12.940022,77.594191
No 55/C Dayananda Slum Jayanagar 1st Block Bengaluru.,07-03-2020 23:45,0,1,0,0,0,12.944786,77.592797
"No 09, 2nd Cross, Kanakanapalya Jayanagar 2nd Block Bengaluru.",07-03-2020 19:05,0,0,1,0,0,12.942787,77.58337
Govt Boys Home Hosur Road Bengaluru.,03-03-2020 22:50,0,0,1,0,0,12.936244,77.596173
Kidwai Hospital Qtrs Bengaluru.,03-03-2020 19:45,1,0,0,0,0,12.935678,77.597567
3rd main Byrasandra 1st Block Jayanagar Bengaluru.,07-03-2020 10:35,0,0,0,0,1,12.933417,77.590693
"No 45/3, 2nd Cross Kanakanapalya 2nd Block Jayanagar Bengaluru.",28-02-2020 15:00,0,0,1,0,0,12.942787,77.58337
"No 105, dayananda Slum 1st Block Jayanagar Bengaluru.",03-03-2020 16:10,0,1,0,0,0,12.944786,77.592797
"No 123, Ramchandrapura keb bhind sapthgirinagar chikkallasandra bengaluru -61",03-03-2020 17:40,1,0,0,0,0,12.90353394,77.54124559
"No 48, 3rd cross, veer bhadra swamiy temple bhind uttarahalli b-61",05-03-2020 00:45,1,0,0,0,0,12.91094209,77.5562327
"No 16, 1st main road 2nd cross, vallbhanagar uttarahalli-61",05-03-2020 19:10,0,0,1,0,0,12.9060275,77.54555561
"No 20, 2nd floor 5tyh main, ksrtc layout chikkallasandra b-61",03-03-2020 12:50,1,0,0,0,0,12.91147627,77.5401234
Govt school uttarahalli b-61,01-03-2020 16:40,0,1,0,0,0,12.88273731,77.55652345
Near mes school ramajayanagar chikkallasandra b-61,07-03-2020 21:20,0,1,0,0,0,,
"no 48, 5th cross, laxshmi vallabhanagar near laxshmi temple konanakunte -62",01-03-2020 18:25,0,1,0,0,0,12.88289563,77.56647782
"no 168, no 207, AUS pardaish ,3nd main , samrudi layout ks layout , b-78",06-03-2020 15:30,0,0,1,0,0,12.90557877,77.55645958
"no 28 ,1main wer thank road yadallamm nagar b-61",28-02-2020 20:00,0,1,0,0,0,12.91429834,77.55075847
no vallabha school ground v v nagar subramanayapura b-61,05-03-2020 23:10,0,1,0,0,0,12.88982145,77.57974701
"no 40, 8th croos, new bank coloney chunchanghta main road, konanakunte b-62",01-03-2020 12:20,1,0,0,0,0,12.90795681,77.53644101
"govindash house solapura gardan chunachanghta main road,",01-03-2020 14:20,0,1,0,0,0,12.8894463,77.57152367
"gurappa bilding 2nd cross, gopipura b-62",04-03-2020 17:00,0,1,0,0,0,12.90874577,77.55546611
"no 20, 1st main 8th cross, ada martha hospital road, muneswar nagar uttarahalli b-61",03-03-2020 00:15,0,1,0,0,0,12.91766067,77.57653512
shashidar lecture uttarahalli,28-02-2020 11:55,0,0,1,0,0,12.91242363,77.54851768
"no 16, martha hospital road shivganga layout uttarahalli b-61",05-03-2020 03:30,0,0,1,0,0,12.89153086,77.58114868
"no 40/38/1/1b ,ags layout b-61",05-03-2020 14:00,0,1,0,0,0,12.88948381,77.56232091
"no 20, 7th cross martha hospital uttarahalli b-61",03-03-2020 23:40,0,0,1,0,0,12.89153086,77.58114868
rammandir tepmple harinagar anjanapura post,01-03-2020 18:35,0,1,0,0,0,12.88168453,77.56599502
no briged milleyaim school 7th stage jp nagar bengaluru,07-03-2020 13:00,0,1,0,0,0,12.89047086,77.57081006
"no 78/3, near marmma temple chikkallasandra bengaluru -61",05-03-2020 12:10,0,0,1,0,0,12.89157884,77.58142943
no sent golbal school chunchangta main chunchangta bengaluru,05-03-2020 22:20,0,0,1,0,0,12.8894463,77.57152367
"no 398, ganesha mandir road yadallam nagar subramanayapura post b-61",07-03-2020 13:00,0,0,0,1,0,12.8967726,77.5445644
"no 54, 1st cross shimhadri layout kr hospital road, uttarahalli b-61",28-02-2020 22:00,0,1,0,0,0,12.91684492,77.54985732
"no 619, kuvempu road, vasanthapura subramanayapura b-61",07-03-2020 12:20,0,0,1,0,0,12.89594801,77.55219028
surbi nagar jp nagar 8th stage bengaluru,28-02-2020 22:10,1,0,0,0,0,12.87685568,77.58185534
"no 176, 6th cross, 1st a block rayal laik jambusavari dinne bengaluru",28-02-2020 23:00,0,1,0,0,0,12.88274382,77.55727251
"no 49, near kavith medical stor 1st cross, gowdanpalaya uttrahlli main road, b-61",07-03-2020 03:50,1,0,0,0,0,12.88376625,77.56842522
"no 38, 5th cross, apayaswamy layout uttarahalli b-61",03-01-2020 16:30,0,0,1,0,0,12.88613796,77.5717955
"no 11/44, kumarn house vishweshwaraya road 13th a cross, ganpipura b-62",04-03-2020 18:30,0,0,1,0,0,12.89138852,77.57009241
"no 28, 3rd floor 3rd main road, ramanjayanagar chikkallasandra b-61",05-03-2020 13:30,0,0,1,0,0,12.90868716,77.54411899
"no 32, 2nd cross, balaji nagar bihand royal mart b-61",28-02-2020 11:55,0,1,0,0,0,12.90711393,77.5439924
"no 113, 1st 3rd cross,near shanivash takish chikkagowdanpalya b-61",28-02-2020 19:30,1,0,0,0,0,12.88255509,77.5563552
"no 286, kadamba circal vasanthapura subramanayapurta post arehalli b-61",28-02-2020 00:00,1,0,0,0,0,12.89528068,77.55067452
no uttarahalli circal uttarahalli subranayapura b-61,07-03-2020 16:00,0,1,0,0,0,12.90827601,77.55022679
"near paip lain road, vasanthapura b-61",28-02-2020 16:00,0,0,1,0,0,12.89189796,77.55236918
"no 01,3rd main road, 12th cross, hanumgiri nagar chikkallasandra b-61",06-03-2020 18:40,1,0,0,0,0,12.89043496,77.5635394
"no 4, 5th main, apayaswamy layout uttarahalli b-61",03-03-2020 15:30,0,0,0,1,0,12.88613796,77.5717955
"no 319, 4th cross, yadallam nagar b-61",03-03-2020 23:40,0,1,0,0,0,12.91429834,77.55075847
no near bande mariyamma temple vasanthapurab-61,04-03-2020 08:30,1,0,0,0,0,12.89594801,77.55219028
"no 39, 1st, cross, sai nagar arehalli b-61",04-03-2020 22:00,1,0,0,0,0,12.87236619,77.56684297
"no 105, 2nd cross, 2nd main, sbi bank bihnad chikkallasandra b-61",28-02-2020 14:15,0,0,1,0,0,,
"no 209, 1st main, 5th cross, naidu layout chikkallasandra b-61",06-03-2020 11:40,1,0,0,0,0,12.91900624,77.5453977
"near bmtc bus dipo 4th cross, srinivash coloney uttarahalli b-61",04-03-2020 18:00,0,0,1,0,0,12.91242457,77.53558039
"no 32, 6th cross, kuvenpu nagar kanankpura main road, dodakaladandra b-61",04-03-2020 08:30,0,0,0,1,0,,
"no 243, near hsbc layout appo nps school 3rd gett happy vaili uttarahalli -61",07-03-2020 20:20,1,0,0,0,0,12.904705,77.53011
"no 100, 1st cross, udaynagar subramanayapura post b-61",28-02-2020 17:00,0,0,0,1,0,12.91590055,77.54746898
"no. 180, bank caloni, uttarahalli main road, B. 61.",01-03-2020 18:25,0,0,1,0,0,12.88584755,77.56773183
"1 st cross, karnaka bank opp, uttarahalli, bank colony, bengalore.",28-02-2020 16:00,0,1,0,0,0,12.90657165,77.54644706
"no.596, vasantha pura, SB pura post, bengalore",03-03-2020 23:10,0,0,1,0,0,12.88023219,77.57384591
"in front of ge no.81 A, first B cross, Raghaveendra swamy tempal road. Bengalore.",03-03-2020 22:50,0,0,1,0,0,12.88948381,77.56232091
"BDA no.10119/6, 3rd floor, Bhuvaneswari nagara,",01-03-2020 19:50,0,0,1,0,0,12.86881387,77.58083431
"residencial school, fecific cegari children, arehalli, bengalore.",07-03-2020 12:50,1,0,0,0,0,12.91031858,77.5563932
"no34/40, 6th main , Sarvebhwmanagara, Bengalore.",06-03-2020 21:15,0,0,1,0,0,12.91022894,77.5481594
"no.68, 4th cross, kailas nagar, doddakallasandra, bengalore.",28-02-2020 19:00,0,0,1,0,0,12.88290759,77.56690606
"umeshanna bilding, 2nd cross, chandana bangals opp, sharada nagara, bengalore.",28-02-2020 10:15,1,0,0,0,0,12.90532964,77.54489953
"Govt school, uttarahalli, Bus stop, uttarahalli, bengalore.",03-03-2020 20:05,0,0,1,0,0,12.905759,77.542703
"no.40/41, 5th main, ayyappa swamy lay out, uttarahalli.",04-03-2020 18:00,1,0,0,0,0,12.91739661,77.54533797
"56th main, marthas hospitel near, uttarahalli, bengalore.",28-02-2020 22:10,0,1,0,0,0,12.88888678,77.57180041
"no. 200A, 1st main, 2nd cross, near anganavadi, chikkagowdanapalya, bengalore.",07-03-2020 10:35,0,1,0,0,0,12.89486583,77.55129522
"no.21 F, 3rd cross, bihind, shanthi sagar hotel, uttarahalli, bengalore.",04-03-2020 21:00,0,0,1,0,0,12.90476548,77.5371549
"no.15, 1st main road, chikkagowdanapalya, bengalore.",28-02-2020 19:05,0,0,0,1,0,12.90913455,77.55325268
"no.26, 7th main, hanumagiri nagara, chikkalasandra. Bengalore.",28-02-2020 23:50,0,0,1,0,0,12.89043496,77.5635394
"no.006, abhinadan residency, gardan school road, chikkalasandra, bengalore.",07-03-2020 18:00,0,1,0,0,0,12.91555088,77.53947694
"no.378, shanimahma tempal near, vasantapura, bengalore.",03-03-2020 00:15,0,0,1,0,0,12.90512329,77.54375125
"no.302, lots garnd, nagappa block, saptagiri layout, bengalore.",03-03-2020 12:50,0,0,0,1,0,12.87024907,77.57579285
"no.518, 1st main, 10 cross, gowdanapalya, bengalore.",05-03-2020 23:10,0,0,1,0,0,12.91298108,77.55815356
"no.04, vindya nilaya, 5th main, 5th cross, hanumagiri nagra, bengalore.",04-03-2020 21:30,0,0,1,0,0,12.917986,77.553778
no287 sanimahma temple near vasantapura bengaluru,05-03-2020 07:30,0,0,0,1,0,12.89528068,77.55067452
no nill kariyappa bilnding mhas hospetal road uttarahalli bengaluru,01-03-2020 20:45,0,0,1,0,0,12.8967726,77.5445644
no 15A 7th main 4th cross mhas hospetal main road uttarahalli bengaluru,05-03-2020 23:00,0,1,0,0,0,,77.57398278
no nill kamal rent house leadas school bag garments 1st cross balaji layout bengaluru,28-02-2020 22:30,0,0,1,0,0,12.88292452,77.58206937
"no 133/1 nandini bilding, ground floor, 12th main, balaji nagara, uttarahalli, bengalore.",28-02-2020 00:00,0,1,0,0,0,12.88992359,77.58079977
"no.186, AK colony, appayya swami lay out, uttarahalli, bagalore.",05-03-2020 14:25,1,0,0,0,0,12.91739661,77.54533797
"no.83, harihara road, vasanthapura, bengalore.",03-03-2020 22:50,0,1,0,0,0,12.90108207,77.54753806
"no. 234, 11th main, 2nd cross, palamma tempal, uttarahalli, bengalore..",03-03-2020 20:10,0,0,1,0,0,12.9057223,77.53558126
"no. 20, yadalamnagara, 1st cross, wer tank near, MS lay out, bengalore.",07-03-2020 12:10,0,1,0,0,0,12.89760184,77.54575434
"Prhana school, Gowdanapalya, uttarahalli, bengalore.",07-03-2020 13:00,0,0,1,0,0,12.8836526,77.58177943
"parvhi rent house, powtry form, near stammana kunte, bengalore.",06-03-2020 15:20,0,1,0,0,0,12.90958258,77.55696166
"no.39, 1st main, 2nd cross, nisarga layout, abbayya naidu studio, chikkalasandra, bengalore.",07-03-2020 12:50,0,1,0,0,0,12.89157884,77.58142943
"no.98/65, 3rd cross, siddappa layout, DK chikkan centar, bengalore.",01-03-2020 14:20,1,0,0,0,0,12.90958258,77.55696166
"no 106 2nd main 5th cross, kakiya nagara, bengalore.",03-03-2020 16:00,1,0,0,0,0,12.87991967,77.55749353
"no 62/A, 1st cross, nagappa layout, SB pura post, bengalore.",28-02-2020 13:00,0,0,1,0,0,12.88962293,77.57213196
"no.A/9, 8th cross, konanakunte cross, bengalore.",03-03-2020 22:50,0,1,0,0,0,12.9100853,77.55656592
"no. 439, kuvempu road, samudayabhavana, near, vasanthapura, bengalore.",28-02-2020 19:00,0,0,1,0,0,12.89594801,77.55219028
"No.4/1, Mrushri Nilay, Gopalappa Layout, Talaghtapura, Bangalore.",28-02-2020 19:20,0,1,0,0,0,12.868638,77.533289
"Khodays Glass Factory, Avalahalli, Bangalore.",28-02-2020 08:40,0,0,1,0,0,12.874392,77.567161
"Vajramuni Ge, HM Colony, Talaghtaprua, Bangalore.",28-02-2020 19:00,0,0,1,0,0,12.86388,77.535496
"No.1168, Tirupi""s House, Near coolking Aqua, Kembahalli, Bangalore.",01-03-2020 00:55,0,1,0,0,0,12.859705,77.580537
"No.2434, 7th Main Ge, Nagegowdanapalya, 4t Block, BSK 6th Stage, Bangalore.",28-02-2020 13:30,0,1,0,0,0,12.865177,77.51857
"No.296, Kembtahalli, Anjanapura Post, Bangalore.",28-02-2020 14:10,0,1,0,0,0,12.859851,77.574956
"Shridhar's House No.7 th B cross, Balajiu Layout, Kanakapr Main Road, Bangalore.",03-03-2020 13:40,1,0,0,0,0,12.874882,77.539331
"No.134, Police Stiom Road, Talaghtapura, Kanakapura main Road, Bangalore.",07-03-2020 20:40,1,0,0,0,0,12.868078,77.53468
"No.505, Behind Pipelien Road, Bangalore.",28-02-2020 13:30,1,0,0,0,0,12.863415,77.527177
"No.505, Mantri Tranquil Apt, Gubbalal, Bangalore..",7/3/2020 16.42 ,0,0,1,0,0,12.885824,77.546078
"Near Manjunha Kalyana Manthapa, Vajarahalli, Bengaluru.",01-03-2020 14:30,0,0,0,1,0,12.875491,77.537771
"No.04, 2nd Floor, Behind Kabbalama Temple., Marutinagar, Subramnyapura Post, Bangalore.",7/3/2020 16.42 ,0,0,1,0,0,12.891469,77.541803
"No.17/1, Near Ganesh Temple, Gollahalli, Anjanaura Post, Bangalore.",28-02-2020 21:15,0,0,1,0,0,12.863955,77.556258
"No.06, 3rd Main, Judicial Layout, Kanakapura Main Road, Bangalore.",28-02-2020 19:00,0,0,1,0,0,12.86562,77.537673
"No.66 Krishnappas House, Near Ashvini Clinic. Beside SLV Tent House, Ganigarapalya, Talaghtapura Bangalore.",07-03-2020 20:20,1,0,0,0,0,12.873222,77.534888
"No.25, Near Lake,Police Stion Road, Talaghtapura, Bangaloree.",28-02-2020 22:10,0,1,0,0,0,12.866595,77.529815
"Behind prtyangiri Temple, Turahalli Colony, Gubbalal, Bangalore.",03-03-2020 17:40,0,0,1,0,0,12.889883,77.544416
"Near sadhana Publiuc School, Ganigarapalya, Bangalore.",07-03-2020 20:20,0,0,0,1,0,12.871322,77.532192
"No.695, 13th Cross, Near Masjid, Anjanapura Bangalore.",06-03-2020 14:30,0,0,1,0,0,12.864404,77.554397
"No.801, 1st Block, Mantri Tranquil Apt, Gubbalal Viillage, Bangalore.",05-03-2020 18:45,0,1,0,0,0,12.886135,77.545482
"No.75, Shetty Layout, Anjanapura Bangalore.",04-03-2020 13:30,0,0,1,0,0,12.857223,77.548885
"No.230/8, Library Road, Talaghtapura Bangalore.",03-03-2020 13:00,0,1,0,0,0,12.870656,77.536163
"nO.476, Amritnagar Main Road, Anjanapura, Bengaluru.",06-03-2020 17:25,0,1,0,0,0,12.852892,77.553711
"No.170, 7th Main Road, 5th Cross, BCMC Layout, Narayanagar, Bengaluru.",05-03-2020 22:20,0,1,0,0,0,12.878402,77.55041
"Rani Tailringa Ganigarpalya, Bengaluru.",05-03-2020 15:40,0,1,0,0,0,12.875019,77.529843
"No.143, 4th Main, DK Chicken Center Road, Kanakapura Main Road, Bengaluru.",05-03-2020 14:00,0,1,0,0,0,12.867056,77.536419
"Near Bhar Wines, Hemmigepura, Bengaluru.",01-03-2020 11:45,1,0,0,0,0,12.878899,77.485867
"Hoysal Circel, Bengaluru.",07-03-2020 20:20,1,0,0,0,0,12.876592,77.491665
"No-767, Kuruvaravara house, Behand Big Masqu , Avalahalli, Anajanapura, post, Bangalore.",28-02-2020 19:00,0,1,0,0,0,12.86738,77.563821
"No-146, SR pidya complux, Dodda maseedi , Avalahalli, Anjanapura, Bangalour.",07-03-2020 13:00,0,0,1,0,0,12.867925,77.563568
"No-830 , Eletotada palya, Anjanapura post, Bangalore.",28-02-2020 18:00,0,0,1,0,0,12.853787,77.573044
"gov PMPGH hostel, No-1957, BcCHS, Layout, Vajarahalli, Kanakapura main road, Bangalore.",01-03-2020 12:20,0,1,0,0,0,12.87418,77.549659
"No-5, Adinarayana temple, Gollahalli, Anjanapura, Bangalore.",01-03-2020 15:35,0,0,1,0,0,12.857401,77.561101
"Near Madina Hotel , Avalahalli, Anjanapura post, Bangalore.",01-03-2020 00:55,0,0,1,0,0,12.869011,77.565298
"No-5/5, Ramakrishna Building, Chikkegowdanapalya, BSK lyt, 6 th stage, 4 th block), Bangalore.",28-02-2020 14:15,0,0,1,0,0,12.880097,77.513418
"Sri Manjunh, Vidyanikethan, college Near, Thalagtapura, Bengalour.",04-03-2020 21:30,0,1,0,0,0,12.861796,77.538009
"No-28, 1 th cross, Kembtahalli, gottigere post, Bangalore.",01-03-2020 15:30,0,0,0,0,1,12.85984,77.575677
"Hari Industries, Avalahalli, Anjanapura post, Bangalore.",28-02-2020 21:45,1,0,0,0,0,12.870019,77.564431
"No.60,8th main road,chunchaghta main road , bangalore",05-03-2020 22:20,1,0,0,0,0,12.888188,77.570812
"Near Muniyappa building,infront of anjaneya temple,vaddarapalya jp nagar 8th stage , bangalore",05-03-2020 10:00,1,0,0,0,0,12.87466,77.579319
"No.67,R,K building ,T.C,H,college road harinagar ,bangalore",28-02-2020 10:15,0,0,1,0,0,12.87769,77.56715
"House No.79,4th cross,soudhamini layout telephone exchage road,konanakuntebangalore",04-03-2020 23:05,0,0,1,0,0,12.883525,77.563547
"Back side of samph house ,coporion wer tank road,jambusavari dinne, bangalore",07-03-2020 23:45,0,0,1,0,0,12.86409,77.584085
"Near banashankari temple,maruthi layout ,pillaganahalli,bangalore-83",28-02-2020 19:00,0,0,1,0,0,12.89122,77.623724
"Near maramma circle harinagar ,bangalore",28-02-2020 18:00,1,0,0,0,0,12.878194,77.57011
"No.20,krishna nagar,someshawara building,4th stage,kothanur main road,bangalore",28-02-2020 23:00,0,1,0,0,0,12.884022,77.583093
"No.107/1,Near mariyamma office,pillaganahalli,gottigere,bangalore",28-02-2020 11:00,0,0,1,0,0,12.840839,77.581043
"No.26,3rd black saheli,children and development associion,narayan nagar bangalore",07-03-2020 21:05,0,1,0,0,0,12.878992,77.562182
"Near Ganesh temple,chunchaghta main road ,bangalore",05-03-2020 14:25,0,1,0,0,0,12.887529,77.573481
"No.nill,behind ksp school,harinagar ,bangalore",07-03-2020 20:40,0,0,1,0,0,12.87822,77.570138
"No.435,11th cross,weavers calony,bangalore",03-03-2020 04:10,0,0,0,1,0,12.846865,77.582922
"No.1062,kanakapura main road,doddakallsandra bangalore",07-03-2020 12:20,0,0,1,0,0,12.748862,77.486417
"Gangamma nilaya,4th cross,chamundeshwari temple,gottigere,bangalore",07-03-2020 16:15,1,0,0,0,0,12.860378,77.571322
bangalore,06-03-2020 11:30,1,0,0,0,0,,
"Near kothanur dinne,axis bank jp nagar 8th stage,bangalore",28-02-2020 03:30,0,0,0,1,0,12.886841,77.567815
"Near ganesh temple ,6th cross,weavers calony,bg road bangalore",28-02-2020 21:15,1,0,0,0,0,12.84564,77.584142
"No.21,kerammma layout,infront of society ,jp nagar 8th stage,bangalore",05-03-2020 00:45,1,0,0,0,0,12.880104,77.567961
"No.34,5th main,12th cross,shreyas calony,jp,nagar 7th stage,bangalore",01-03-2020 18:25,0,0,0,1,0,12.88288,77.578462
"No.2,1st cross,muneshwara layout,jambusavari dinne,bangalore",28-02-2020 03:00,0,0,0,1,0,12.8667989,77.580991
"No.54/3,chunchaghta main road,bangalore",07-03-2020 03:50,0,1,0,0,0,12.8813,77.570951
"Magadi road,okalipuara,bangalore",07-03-2020 19:55,0,1,0,0,0,12.966528,77.401109
"No.357,siddarth nilaya,6th cross,kembhhalli,gottigerebangalore",04-03-2020 08:00,1,0,0,0,0,12.85706,77.58406
"1 st main road ,near hanuman temple road,siddapur garden,chunchaghta main road ,bangalore",03-03-2020 14:10,0,0,1,0,0,12.884005,77.56634
"Near harinagar petro bunk,harinagar cross,bangalore",05-03-2020 18:45,0,0,1,0,0,12.878655,77.566708
"Maruthi layout,nekar nagar,bg road ,bangalore",01-03-2020 15:15,0,0,1,0,0,12.794486,77.62091
"No.06,near wer supply ,gayri tapovan,kothanur dinne,bangalore",01-03-2020 18:35,1,0,0,0,0,12.872893,77.582921
"Sarhi english school,sarhi nagar bus stop,jp nagr 8th stage bangalore",05-03-2020 19:10,0,0,1,0,0,12.87331,77.574396
"Near goovt school,chunchaghta main road bangalore",04-03-2020 18:30,0,1,0,0,0,12.8863383,77.573795
"No.6,1st floor,anad reddy compound,venkeshwara layout bk circle ,bangalore",03-03-2020 22:50,0,0,1,0,0,12.869624,77.58232
"No.62,1st cross,yellamma temple road,chunchaghta main road,bangalore",03-03-2020 04:10,1,0,0,0,0,12.89341,77.580255
"chaitanya techno school,jambusavari dinne jp nagar 8th stage,bangalore",07-03-2020 12:20,1,0,0,0,0,12.86383,77.57767
"No.76/1,desire society kirthi residency hall,kothanur dinne,bangalore",28-02-2020 21:00,1,0,0,0,0,12.873437,77.583593
"konanakunte cross near,kanakapura main road,bangalore",07-03-2020 12:10,0,0,1,0,0,12.89065,77.564006
"No.nill,8th cross,beereshwara nagar,konanakunte,bangalore",28-02-2020 19:05,0,0,1,0,0,12.8824024,77.560456
"No.74,seaf residency,royal county park,jp nagr 8th stage,bangalore",04-03-2020 13:30,0,1,0,0,0,12.861253,77.579712
"No.366,3rd cross,weavers calony bg road ,bangalore",03-03-2020 17:40,0,1,0,0,0,12.844501,77.584473
"No.63,4th crosss,old bank calony,konanakunte bangalore",01-03-2020 18:35,0,1,0,0,0,12.885465,77.569815
"No.514,4th cross,5th main,rbi layout ,jp nagar 7th stage,bangalore",06-03-2020 11:30,0,0,1,0,0,12.88829,77.580217
"No.25,2nd main road,chuNchaghta main road,beereshwara nagar ,bangalore",28-02-2020 12:00,0,1,0,0,0,12.882462,77.569158
"No.24,near axa masid,tippu circle,bilvardahalli,bg road,bangalore",01-03-2020 16:05,0,1,0,0,0,12.845799,77.584087
"No.10453,ramayya layout,pillaganahalli,bg road ,bangalore",7/3/2020 16.42 ,0,0,1,0,0,12.835799,77.584087
"No.127,near masid,harinagar ,bangalore",05-03-2020 18:45,0,1,0,0,0,12.878746,77.5622
"Near vinayak temple ,koliform ge,weavers calony,bg road ,bangalore",28-02-2020 13:00,0,0,1,0,0,12.863913,77.585848
"No.01,aronodaya,2nd cross,chunchaghta main road,shreenidhi layout bangalore",05-03-2020 14:00,0,0,1,0,0,12.881754,77.569001
"NO.113/B, KARTHIK NILAYA, 12TH CROSS, 35TH MAIN, SARAKKI GARDEN,
J.P NAGARA 6TH STAGE, Bengaluru City",28-02-2020 23:00,1,0,0,0,0,"12°54'30.77""N","77°34'18.27""E"
"#53 2nd main naraja layout, JP NAGAR 7TH PHASE, Bengaluru City",05-03-2020 23:00,0,1,0,0,0,"12°53'23.27""N","77°35'8.16""E"
"NO NILL LOLAPPA BUILDING, JARAGANAHALLI 6 TH PHASE JP NAGAR,
Bengaluru City",28-02-2020 16:00,0,0,1,0,0,"12°53'52.39""N","77°34'22.73""E"
"NO 132,4TH CROSS,38TH MAIN, ROSE GARDEN,6TH PHASE JP NAGARA,
Bengaluru City",05-03-2020 21:40,0,1,0,0,0,"12°54'30.77""N","77°34'18.27""E"
"NO 4, 4th Cross, Chikkaswamy Layout, Jaraganahalli JP Nagara 6th Phase,
Bengaluru City",01-03-2020 17:20,0,1,0,0,0,"12°53'52.39""N","77°34'22.73""E"
"NO-2, SLV ENTERPRISES, KOTTANUR DINNE, PUTTENAHALLI, Bengaluru
City,",01-03-2020 22:30,0,1,0,0,0,12.877836,77.583787
"IN FRONT OF PUTTENAHALLI GOVT PRIMERY SCHOOL, PUTTENAHALLI,
Bengaluru City",07-03-2020 12:50,0,1,0,0,0,12.897937,77.581866
"NO E1/59, Gurupriya Kutira Appt,. 3rd Cross,, Syndice Bank Colony, BG Road,
Bengaluru City",28-02-2020 21:00,0,0,1,0,0,12.893748,77.582169
